HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
UD0069,250.35,252.35,0.076,2.35,117.0
UD0069,252.35,254.36,0.029,0.58,69.0
UD0069,254.36,256.37,0.008,0.12,15.0
UD0069,256.37,258.37,0.009,0.26,20.0
UD0069,258.37,260.38,0.043,0.97,55.0
UD0069,260.38,262.39,0.018,0.25,12.0
UD0069,262.39,264.39,0.011,0.19,12.0
UD0069,264.39,266.4,0.005,0.32,28.0
UD0069,266.4,268.41,0.005,0.21,18.0
UD0069,268.41,270.42,0.012,0.46,39.0
UD0069,270.42,272.42,0.018,0.51,27.0
UD0069,272.42,274.43,0.047,1.03,35.0
UD0069,274.43,276.44,0.005,0.21,18.0
UD0069,276.44,278.44,0.005,0.07,21.0
UD0069,278.44,280.45,0.006,0.58,72.0
UD0069,280.45,282.46,0.051,0.79,14.0
UD0069,282.46,284.46,0.012,0.22,34.0
UD0069,284.46,286.47,0.059,0.55,48.0
UD0069,286.47,288.48,0.01,1.35,24.0
UD0069,288.48,290.49,0.008,0.11,24.0
UD0069,290.49,292.49,0.015,0.14,104.0
UD0069,292.49,294.5,0.005,0.2,5.0
UD0069,294.5,295.62,0.05,1.24,138.0
UD0069,295.62,296.75,0.518,6.12,312.0
UD0069,296.75,297.88,6.583,67.33,106.0
UD0069,297.88,299.0,5.159,43.69,145.0
UD0069,299.0,300.12,1.242,8.39,126.0
UD0069,300.12,301.25,1.761,28.26,256.0
UD0069,301.25,303.26,0.122,4.39,104.0
UD0069,303.26,305.27,0.016,2.75,15.0
UD0069,305.27,307.28,0.071,5.13,18.0
UD0069,307.28,309.29,0.008,0.57,33.0
UD0069,309.29,311.3,0.005,0.36,9.0
UD0069,311.3,313.31,0.007,0.41,7.0
UD0069,313.31,315.32,0.033,1.44,25.0
UD0069,315.32,317.33,0.028,0.82,44.0
UD0069,317.33,319.34,0.236,6.53,342.0
UD0069,319.34,321.35,0.021,2.11,29.0
UD0069,321.35,323.36,0.028,0.83,15.0
UD0069,323.36,325.37,0.06,1.05,15.0
UD0069,325.37,327.38,0.007,1.23,17.0
UD0069,327.38,329.39,0.021,0.63,15.0
UD0069,329.39,331.4,0.005,0.43,12.0
UD0069,331.4,333.41,0.005,0.3,4.0
UD0069,333.41,335.42,0.005,0.47,17.0
UD0069,335.42,337.43,0.058,1.66,84.0
UD0069,337.43,339.44,0.027,1.1,29.0
UD0069,339.44,341.45,0.006,1.69,35.0
UD0069,341.45,343.46,0.013,0.69,20.0
UD0069,343.46,345.47,0.042,1.56,121.0
UD0069,345.47,347.48,0.01,0.17,20.0
UD0069,347.48,349.49,0.039,1.1,21.0
UD0069,349.49,351.51,0.024,0.27,16.0
UD0069,351.51,353.52,0.005,0.16,18.0
UD0069,353.52,355.53,0.005,0.34,10.0
UD0069,355.53,357.54,0.007,0.34,29.0
UD0069,357.54,359.55,0.005,0.38,31.0
UD0069,359.55,361.56,0.296,5.44,276.0
UD0069,361.56,363.57,0.018,0.74,26.0
UD0069,363.57,365.58,0.021,3.57,67.0
UD0069,365.58,367.59,0.005,0.51,22.0
UD0069,367.59,369.6,0.057,3.21,146.0
UD0069,369.6,371.61,0.005,1.12,56.0
UD0069,371.61,373.62,0.027,0.6,29.0
UD0069,373.62,375.63,0.018,0.32,26.0
UD0069,375.63,377.64,0.006,0.1,27.0
UD0069,377.64,379.65,0.008,0.2,105.0
UD0069,379.65,381.66,0.06,1.25,39.0
UD0069,381.66,383.67,0.06,1.54,20.0
UD0069,383.67,385.68,0.159,3.58,33.0
UD0069,385.68,387.69,0.104,0.5,40.0
UD0069,387.69,389.7,0.005,1.62,12.0
UD0069,389.7,391.71,0.005,0.43,12.0
UD0069,391.71,393.72,0.023,0.61,54.0
UD0069,393.72,395.73,0.011,0.32,24.0
UD0069,395.73,397.74,0.005,0.16,25.0
UD0069,397.74,399.75,0.01,0.17,6.0
UD0069,399.75,401.0,0.033,0.32,123.0
UD0069,401.0,402.25,1.767,18.82,211.0
UD0069,402.25,403.0,13.448,183.21,978.0
UD0069,403.0,403.75,43.131,588.63,135.0
UD0069,403.75,404.67,2.127,24.41,336.0
UD0069,404.67,405.58,4.651,111.79,368.0
UD0069,405.58,406.5,0.709,10.03,207.0
UD0069,406.5,408.5,0.005,0.19,10.0
UD0069,408.5,410.5,0.014,0.31,53.0
UD0069,410.5,412.49,0.033,0.45,8.0
UD0069,412.49,414.49,0.005,0.12,28.0
UD0069,414.49,416.49,0.016,0.28,37.0
UD0069,416.49,418.49,0.005,0.51,41.0
UD0069,418.49,420.49,0.005,0.8,11.0
UD0069,420.49,422.49,0.025,0.25,8.0
UD0069,422.49,424.48,0.008,0.79,8.0
UD0069,424.48,426.48,0.038,0.74,43.0
UD0069,426.48,428.48,0.005,0.88,13.0
UD0069,428.48,430.48,0.007,1.22,19.0
UD0069,430.48,432.48,0.006,0.39,8.0
UD0069,432.48,434.48,0.013,0.93,21.0
UD0069,434.48,436.47,0.052,1.69,30.0
UD0069,436.47,438.47,0.013,0.39,42.0
UD0069,438.47,440.47,0.005,1.05,21.0
UD0069,440.47,442.47,0.005,0.12,55.0
UD0069,442.47,444.47,0.018,0.44,31.0
UD0069,444.47,446.46,0.005,0.17,153.0
UD0069,446.46,448.46,0.015,0.37,31.0
UD0069,448.46,450.46,0.012,0.34,33.0
UD0069,450.46,452.46,0.016,0.33,9.0
UD0069,452.46,454.46,0.013,0.21,57.0
UD0069,454.46,456.46,0.01,0.26,21.0
UD0069,456.46,458.45,0.005,0.45,41.0
UD0069,458.45,460.45,0.007,0.6,8.0
UD0069,460.45,462.45,0.005,0.38,22.0
UD0069,462.45,464.45,0.005,2.46,17.0
UD0069,464.45,466.45,0.012,0.59,20.0
UD0069,466.45,468.44,0.02,0.52,41.0
UD0069,468.44,470.44,0.006,0.36,23.0
UD0069,470.44,472.44,0.014,0.25,66.0
UD0069,472.44,474.44,0.085,0.97,28.0
UD0069,474.44,476.44,0.086,0.97,4.0
UD0069,476.44,478.44,0.014,0.5,30.0
UD0069,478.44,480.43,0.015,0.45,31.0
UD0069,480.43,482.43,0.005,1.36,12.0
UD0069,482.43,484.43,0.04,1.02,49.0
UD0069,484.43,486.43,0.037,1.58,21.0
UD0069,486.43,488.43,0.022,1.15,105.0
UD0069,488.43,490.43,0.005,0.91,12.0
UD0069,490.43,492.42,0.005,0.82,25.0
UD0069,492.42,494.42,0.005,0.17,35.0
UD0069,494.42,496.42,0.005,0.23,10.0
UD0069,496.42,498.42,0.005,0.11,14.0
UD0069,498.42,500.42,0.016,0.61,13.0
UD0069,500.42,502.41,0.115,1.38,110.0
UD0069,502.41,504.41,0.032,1.11,15.0
UD0069,504.41,506.41,0.044,0.91,132.0
UD0069,506.41,508.41,0.037,2.82,81.0
UD0069,508.41,510.41,0.018,0.49,21.0
UD0069,510.41,512.41,0.017,1.63,8.0
UD0069,512.41,514.4,0.011,1.1,6.0
UD0069,514.4,516.4,0.005,0.83,14.0
UD0069,516.4,518.4,0.016,0.68,295.0
UD0070,37.5,39.54,0.023,0.49,23.0
UD0070,39.54,41.57,0.038,0.68,55.0
UD0070,41.57,43.61,0.017,0.6,27.0
UD0070,43.61,45.64,0.047,0.51,119.0
UD0070,45.64,47.68,0.027,0.41,23.0
UD0070,47.68,49.71,0.051,1.11,31.0
UD0070,49.71,51.75,0.005,0.42,28.0
UD0070,51.75,53.79,0.023,0.63,19.0
UD0070,53.79,55.82,0.011,0.93,12.0
UD0070,55.82,57.86,0.008,0.76,31.0
UD0070,57.86,59.89,0.005,1.02,24.0
UD0070,59.89,61.93,0.017,0.48,30.0
UD0070,61.93,63.96,0.116,5.8,48.0
UD0070,63.96,66.0,0.033,1.15,19.0
UD0070,66.0,68.04,0.005,0.37,10.0
UD0070,68.04,70.07,0.025,1.9,34.0
UD0070,70.07,72.11,0.005,0.6,9.0
UD0070,72.11,74.14,0.011,0.73,35.0
UD0070,74.14,76.18,0.03,1.17,53.0
UD0070,76.18,78.21,0.017,0.71,22.0
UD0070,78.21,80.25,0.024,2.46,18.0
UD0070,80.25,82.29,0.033,0.51,47.0
UD0070,82.29,84.32,0.005,0.14,10.0
UD0070,84.32,86.36,0.021,0.21,53.0
UD0070,86.36,88.39,0.059,0.47,46.0
UD0070,88.39,90.43,0.005,3.79,6.0
UD0070,90.43,92.46,0.017,0.31,19.0
UD0070,92.46,94.5,0.005,0.9,8.0
UD0070,94.5,95.5,0.095,0.38,1266.0
UD0070,95.5,96.5,0.498,2.47,1157.0
UD0070,96.5,97.25,0.246,1.11,235.0
UD0070,97.25,98.0,0.472,2.83,352.0
UD0070,98.0,99.0,0.01,0.32,223.0
UD0070,99.0,100.0,0.185,0.83,96.0
UD0070,100.0,101.99,0.031,0.31,16.0
UD0070,101.99,103.99,0.005,0.8,4.0
UD0070,103.99,105.98,0.01,2.89,50.0
UD0070,105.98,107.97,0.005,0.23,32.0
UD0070,107.97,109.96,0.02,0.9,27.0
UD0070,109.96,111.96,0.071,2.24,73.0
UD0070,111.96,113.95,0.275,5.61,137.0
UD0070,113.95,115.94,0.022,0.46,17.0
UD0070,115.94,117.93,0.02,1.07,7.0
UD0070,117.93,119.93,0.005,0.19,54.0
UD0070,119.93,121.92,0.016,0.78,52.0
UD0070,121.92,123.91,0.018,1.51,31.0
UD0070,123.91,125.9,0.277,35.0,59.0
UD0070,125.9,127.9,0.007,0.24,13.0
UD0070,127.9,129.89,0.005,1.11,21.0
UD0070,129.89,131.88,0.031,1.02,72.0
UD0070,131.88,133.88,0.008,0.79,27.0
UD0070,133.88,135.87,0.009,0.23,13.0
UD0070,135.87,137.86,0.095,3.18,16.0
UD0070,137.86,139.85,0.151,3.46,62.0
UD0070,139.85,141.85,0.402,15.17,36.0
UD0070,141.85,143.84,0.024,0.61,51.0
UD0070,143.84,145.83,0.005,0.37,26.0
UD0070,145.83,147.82,0.005,0.26,12.0
UD0070,147.82,149.82,0.038,0.74,21.0
UD0070,149.82,151.81,0.041,1.56,83.0
UD0070,151.81,153.8,0.005,0.57,38.0
UD0070,153.8,155.79,0.005,0.32,47.0
UD0070,155.79,157.79,0.36,15.79,66.0
UD0070,157.79,159.78,0.016,0.4,48.0
UD0070,159.78,161.77,0.006,0.3,4.0
UD0070,161.77,163.76,0.049,1.5,88.0
UD0070,163.76,165.76,0.076,2.08,74.0
UD0070,165.76,167.75,0.061,0.38,34.0
UD0070,167.75,168.75,0.345,2.49,850.0
UD0070,168.75,169.75,0.493,4.58,310.0
UD0070,169.75,170.81,0.5,4.21,314.0
UD0070,170.81,171.88,3.019,18.86,176.0
UD0070,171.88,172.94,2.837,8.74,94.0
UD0070,172.94,174.0,0.675,3.16,97.0
UD0070,174.0,175.12,0.149,1.2,66.0
UD0070,175.12,176.25,0.034,0.49,91.0
UD0070,176.25,178.28,0.005,0.87,22.0
UD0070,178.28,180.3,0.011,0.5,36.0
UD0070,180.3,182.33,0.015,0.96,61.0
UD0070,182.33,184.36,0.03,0.98,14.0
UD0070,184.36,186.39,0.04,1.32,9.0
UD0070,186.39,188.41,0.042,3.58,51.0
UD0070,188.41,190.44,0.015,4.15,11.0
UD0070,190.44,192.47,0.015,0.99,25.0
UD0070,192.47,194.5,0.021,0.68,22.0
UD0070,194.5,196.52,0.007,0.35,9.0
UD0070,196.52,198.55,0.033,1.08,73.0
UD0070,198.55,200.58,0.005,1.02,66.0
UD0070,200.58,202.6,0.012,1.43,46.0
UD0070,202.6,204.63,0.053,2.06,23.0
UD0070,204.63,206.66,0.037,0.86,77.0
UD0070,206.66,208.69,0.007,0.44,129.0
UD0070,208.69,210.71,0.005,0.14,41.0
UD0070,210.71,212.74,0.006,0.32,50.0
UD0070,212.74,214.77,0.013,0.31,70.0
UD0070,214.77,216.8,0.018,0.48,29.0
UD0070,216.8,218.82,0.005,0.33,112.0
UD0070,218.82,220.85,0.028,1.79,12.0
UD0071,44.5,45.5,0.005,0.12,25.0
UD0071,45.5,46.5,0.043,0.44,190.0
UD0071,46.5,47.5,0.227,1.36,145.0
UD0071,47.5,48.58,2.083,16.04,160.0
UD0071,48.58,49.67,3.28,29.71,106.0
UD0071,49.67,50.75,1.22,16.95,81.0
UD0071,50.75,51.62,0.248,2.61,120.0
UD0071,51.62,52.5,1.056,34.14,162.0
UD0071,52.5,54.48,0.011,2.32,11.0
UD0071,54.48,56.45,0.078,2.94,99.0
UD0071,56.45,58.43,0.019,0.52,13.0
UD0071,58.43,60.41,0.019,2.04,30.0
UD0071,60.41,62.38,0.045,1.08,131.0
UD0071,62.38,64.36,0.005,0.55,53.0
UD0071,64.36,66.34,0.005,0.5,18.0
UD0071,66.34,68.31,0.007,0.38,17.0
UD0071,68.31,70.29,0.005,0.21,2.0
UD0071,70.29,72.27,0.02,0.34,36.0
UD0071,72.27,74.24,0.017,0.14,70.0
UD0071,74.24,76.22,0.009,0.77,54.0
UD0071,76.22,78.2,0.021,0.69,64.0
UD0071,78.2,80.17,0.321,9.75,125.0
UD0071,80.17,82.15,0.014,0.57,82.0
UD0071,82.15,84.12,0.157,3.23,68.0
UD0071,84.12,86.1,0.013,0.37,57.0
UD0071,86.1,88.08,0.016,0.74,35.0
UD0071,88.08,90.05,0.025,0.24,24.0
UD0071,90.05,92.03,0.044,0.66,55.0
UD0071,92.03,94.01,0.018,0.3,64.0
UD0071,94.01,95.98,0.012,1.04,17.0
UD0071,95.98,97.96,0.085,2.03,217.0
UD0071,97.96,99.94,0.035,1.27,122.0
UD0071,99.94,101.91,0.068,0.57,92.0
UD0071,101.91,103.89,0.042,0.53,140.0
UD0071,103.89,105.87,0.005,0.71,45.0
UD0071,105.87,107.84,0.005,0.67,20.0
UD0071,107.84,109.82,0.016,0.61,44.0
UD0071,109.82,111.8,0.018,0.45,66.0
UD0071,111.8,113.77,0.005,0.81,11.0
UD0071,113.77,115.75,0.016,0.98,34.0
UD0071,115.75,116.75,1.241,48.11,292.0
UD0071,116.75,117.75,1.243,31.05,275.0
UD0071,117.75,118.62,1.21,12.97,1525.0
UD0071,118.62,119.5,32.694,202.5,734.0
UD0071,119.5,120.38,8.867,58.35,430.0
UD0071,120.38,121.25,19.66,156.54,445.0
UD0071,121.25,122.38,1.579,19.95,481.0
UD0071,122.38,123.5,3.314,39.7,366.0
UD0071,123.5,125.52,0.084,1.97,30.0
UD0071,125.52,127.53,0.019,0.15,64.0
UD0071,127.53,129.55,0.015,0.16,27.0
UD0071,129.55,131.56,0.005,0.96,79.0
UD0071,131.56,133.58,0.005,0.1,8.0
UD0071,133.58,135.6,0.005,0.41,25.0
UD0071,135.6,137.61,0.005,0.27,17.0
UD0071,137.61,139.63,0.015,0.61,5.0
UD0071,139.63,141.64,0.085,2.25,65.0
UD0071,141.64,143.66,0.016,0.16,101.0
UD0071,143.66,145.67,0.009,0.03,29.0
UD0071,145.67,147.69,0.005,1.03,8.0
UD0071,147.69,149.71,0.008,0.63,17.0
UD0071,149.71,151.72,0.005,1.43,30.0
UD0071,151.72,153.74,0.014,0.15,25.0
UD0071,153.74,155.75,0.032,1.47,12.0
UD0071,155.75,157.77,0.015,0.57,32.0
UD0071,157.77,159.79,0.018,0.83,56.0
UD0071,159.79,161.8,0.01,0.32,45.0
UD0072,15.5,17.5,0.156,4.98,49.0
UD0072,17.5,19.49,0.022,0.46,32.0
UD0072,19.49,21.49,0.114,3.19,86.0
UD0072,21.49,23.48,0.032,0.4,92.0
UD0072,23.48,25.48,0.005,0.19,8.0
UD0072,25.48,27.47,0.075,1.3,51.0
UD0072,27.47,29.47,0.268,9.49,54.0
UD0072,29.47,31.47,0.005,0.13,8.0
UD0072,31.47,33.46,0.024,5.22,23.0
UD0072,33.46,35.46,0.005,0.32,11.0
UD0072,35.46,37.45,0.009,0.26,35.0
UD0072,37.45,39.45,0.013,2.14,22.0
UD0072,39.45,41.44,0.029,1.53,40.0
UD0072,41.44,43.44,0.005,1.53,17.0
UD0072,43.44,45.44,0.013,0.2,42.0
UD0072,45.44,47.43,0.043,0.26,18.0
UD0072,47.43,49.43,0.005,0.2,12.0
UD0072,49.43,51.42,0.071,1.95,45.0
UD0072,51.42,53.42,0.011,0.47,23.0
UD0072,53.42,55.42,0.005,0.61,23.0
UD0072,55.42,57.41,0.005,0.25,6.0
UD0072,57.41,59.41,0.007,0.23,45.0
UD0072,59.41,61.4,0.023,1.05,19.0
UD0072,61.4,63.4,0.008,0.52,34.0
UD0072,63.4,65.39,0.059,0.52,117.0
UD0072,65.39,67.39,0.009,0.38,30.0
UD0072,67.39,69.39,0.009,0.35,58.0
UD0072,69.39,71.38,0.058,2.88,121.0
UD0072,71.38,73.38,0.007,1.13,16.0
UD0072,73.38,75.37,0.028,0.7,21.0
UD0072,75.37,77.37,0.005,1.16,20.0
UD0072,77.37,79.36,0.005,0.63,5.0
UD0072,79.36,81.36,0.006,0.77,10.0
UD0072,81.36,83.36,0.007,1.31,36.0
UD0072,83.36,85.35,0.028,1.64,81.0
UD0072,85.35,87.35,0.025,1.16,107.0
UD0072,87.35,89.34,0.06,2.34,184.0
UD0072,89.34,91.34,0.014,0.23,40.0
UD0072,91.34,93.33,0.006,0.24,20.0
UD0072,93.33,95.33,0.051,1.21,138.0
UD0072,95.33,97.33,0.005,0.25,43.0
UD0072,97.33,99.32,0.017,0.25,219.0
UD0072,99.32,101.32,0.007,0.28,16.0
UD0072,101.32,103.31,0.005,0.38,14.0
UD0072,103.31,105.31,0.005,0.79,8.0
UD0072,105.31,107.31,0.007,0.55,16.0
UD0072,107.31,109.3,0.006,0.2,29.0
UD0072,109.3,111.3,0.014,0.23,97.0
UD0072,111.3,113.29,0.005,0.04,10.0
UD0072,113.29,115.29,0.009,1.6,18.0
UD0072,115.29,117.28,0.033,2.57,70.0
UD0072,117.28,119.28,0.007,0.62,21.0
UD0072,119.28,121.28,0.039,2.21,32.0
UD0072,121.28,123.27,0.005,0.28,56.0
UD0072,123.27,125.27,0.046,1.0,90.0
UD0072,125.27,127.26,0.005,0.1,18.0
UD0072,127.26,129.26,0.006,0.71,55.0
UD0072,129.26,131.25,0.006,0.28,15.0
UD0072,131.25,133.25,0.012,0.24,9.0
UD0072,133.25,135.25,0.01,0.32,11.0
UD0072,135.25,137.24,0.03,0.76,24.0
UD0072,137.24,139.24,0.005,0.33,6.0
UD0072,139.24,141.23,0.005,0.13,5.0
UD0072,141.23,143.23,0.005,0.84,19.0
UD0072,143.23,145.22,0.005,0.2,13.0
UD0072,145.22,147.22,0.015,0.23,109.0
UD0072,147.22,149.22,0.005,0.63,38.0
UD0072,149.22,151.21,0.026,0.9,92.0
UD0072,151.21,153.21,0.005,0.32,11.0
UD0072,153.21,155.2,0.04,2.17,25.0
UD0072,155.2,157.2,0.018,1.75,48.0
UD0072,157.2,159.19,0.135,2.63,20.0
UD0072,159.19,161.19,0.034,0.51,146.0
UD0072,161.19,163.19,0.025,0.17,12.0
UD0072,163.19,165.18,0.09,1.0,58.0
UD0072,165.18,167.18,0.007,0.39,68.0
UD0072,167.18,169.17,0.005,0.25,27.0
UD0072,169.17,171.17,0.025,1.6,39.0
UD0072,171.17,173.17,0.019,1.02,119.0
UD0072,173.17,175.16,0.005,0.21,54.0
UD0072,175.16,177.16,0.021,1.29,41.0
UD0072,177.16,179.15,0.009,1.73,33.0
UD0072,179.15,181.15,0.005,0.64,22.0
UD0072,181.15,183.14,0.005,0.29,24.0
UD0072,183.14,185.14,0.094,2.23,58.0
UD0072,185.14,187.14,0.005,0.31,31.0
UD0072,187.14,189.13,0.005,0.17,6.0
UD0072,189.13,191.13,0.015,0.07,21.0
UD0072,191.13,193.12,0.01,0.85,39.0
UD0072,193.12,195.12,0.005,0.1,14.0
UD0072,195.12,197.11,0.058,0.82,47.0
UD0072,197.11,199.11,0.005,0.66,25.0
UD0072,199.11,201.11,0.005,0.91,17.0
UD0072,201.11,203.1,0.019,0.43,60.0
UD0072,203.1,205.1,0.011,0.53,138.0
UD0072,205.1,207.09,0.055,0.78,27.0
UD0072,207.09,209.09,0.011,0.19,39.0
UD0072,209.09,211.08,0.005,0.5,22.0
UD0072,211.08,213.08,0.059,2.13,98.0
UD0072,213.08,215.08,0.127,1.47,55.0
UD0072,215.08,217.07,0.011,0.2,70.0
UD0072,217.07,219.07,0.034,0.5,77.0
UD0072,219.07,221.06,0.009,0.68,13.0
UD0072,221.06,223.06,0.005,0.31,13.0
UD0072,223.06,225.06,0.005,1.13,64.0
UD0072,225.06,227.05,0.16,6.22,651.0
UD0072,227.05,229.05,0.038,1.12,30.0
UD0072,229.05,231.04,0.051,0.84,31.0
UD0072,231.04,233.04,0.009,0.51,85.0
UD0072,233.04,235.03,0.005,0.83,29.0
UD0072,235.03,237.03,0.012,4.05,18.0
UD0072,237.03,239.03,0.005,1.03,17.0
UD0072,239.03,241.02,0.005,0.65,40.0
UD0072,241.02,243.02,0.039,0.49,54.0
UD0072,243.02,245.01,0.057,1.11,93.0
UD0072,245.01,247.01,0.016,0.21,32.0
UD0072,247.01,249.0,0.022,2.05,57.0
UD0072,249.0,251.0,0.042,0.41,42.0
UD0072,251.0,253.0,0.007,0.27,12.0
UD0072,253.0,254.99,0.013,0.33,25.0
UD0072,254.99,256.99,0.198,4.77,90.0
UD0072,256.99,258.98,0.129,2.03,53.0
UD0072,258.98,260.98,0.041,0.37,56.0
UD0072,260.98,262.97,0.007,0.11,13.0
UD0072,262.97,264.97,0.005,0.82,36.0
UD0072,264.97,266.97,0.046,1.18,71.0
UD0072,266.97,268.96,0.022,0.3,28.0
UD0072,268.96,270.96,0.089,5.08,44.0
UD0072,270.96,272.95,0.083,1.9,39.0
UD0072,272.95,274.95,0.008,0.78,5.0
UD0072,274.95,276.94,0.019,0.81,5.0
UD0072,276.94,278.94,0.005,0.55,19.0
UD0072,278.94,280.94,0.109,5.61,29.0
UD0072,280.94,282.93,0.06,2.32,68.0
UD0072,282.93,284.93,0.014,0.38,33.0
UD0072,284.93,286.92,0.005,0.19,7.0
UD0072,286.92,288.92,0.008,0.81,30.0
UD0072,288.92,290.92,0.04,0.77,41.0
UD0072,290.92,292.91,0.013,0.1,26.0
UD0072,292.91,294.91,0.042,0.36,30.0
UD0072,294.91,296.9,0.02,0.51,73.0
UD0072,296.9,298.9,0.007,0.62,29.0
UD0072,298.9,300.89,0.008,0.2,13.0
UD0072,300.89,302.89,0.018,0.51,19.0
UD0072,302.89,304.89,0.008,0.31,40.0
UD0072,304.89,306.88,0.007,0.21,34.0
UD0072,306.88,308.88,0.011,1.22,10.0
UD0072,308.88,310.87,0.046,4.84,18.0
UD0072,310.87,312.87,0.045,1.65,29.0
UD0072,312.87,314.86,0.055,1.74,50.0
UD0072,314.86,316.86,0.005,0.18,21.0
UD0072,316.86,318.86,0.009,0.21,30.0
UD0072,318.86,320.85,0.005,0.3,14.0
UD0072,320.85,322.85,0.049,1.73,48.0
UD0072,322.85,324.84,0.009,1.86,73.0
UD0072,324.84,326.84,0.005,0.26,9.0
UD0072,326.84,328.83,0.005,0.51,15.0
UD0072,328.83,330.83,0.005,0.1,52.0
UD0072,330.83,332.83,0.005,0.15,7.0
UD0072,332.83,334.82,0.082,4.5,16.0
UD0072,334.82,336.82,0.113,1.22,65.0
UD0072,336.82,338.81,0.015,0.58,20.0
UD0072,338.81,340.81,0.068,1.49,42.0
UD0072,340.81,342.81,0.021,0.68,15.0
UD0072,342.81,344.8,0.028,0.11,62.0
UD0072,344.8,346.8,0.008,0.31,42.0
UD0072,346.8,348.79,0.015,0.28,47.0
UD0072,348.79,350.79,0.01,0.31,20.0
UD0072,350.79,352.78,0.029,0.44,86.0
UD0072,352.78,354.78,0.009,0.79,19.0
UD0072,354.78,356.78,0.043,0.4,39.0
UD0072,356.78,358.77,0.123,3.1,41.0
UD0072,358.77,360.77,0.074,2.11,63.0
UD0072,360.77,362.76,0.075,2.22,27.0
UD0072,362.76,364.76,0.005,0.12,38.0
UD0072,364.76,366.75,0.041,0.25,49.0
UD0072,366.75,368.75,0.006,0.57,40.0
UD0072,368.75,369.62,0.154,0.77,64.0
UD0072,369.62,370.5,0.188,2.66,342.0
UD0072,370.5,371.38,22.034,310.61,315.0
UD0072,371.38,372.25,7.058,58.31,184.0
UD0072,372.25,373.12,0.181,1.38,211.0
UD0072,373.12,374.0,0.141,1.33,590.0
UD0072,374.0,376.0,0.022,0.47,102.0
UD0072,376.0,378.0,0.043,0.9,95.0
UD0072,378.0,380.0,0.01,0.85,36.0
UD0072,380.0,382.0,0.006,0.13,47.0
UD0072,382.0,384.0,0.015,0.55,28.0
UD0072,384.0,386.0,0.096,0.97,48.0
UD0072,386.0,388.0,0.008,0.2,31.0
UD0072,388.0,390.0,0.007,0.39,10.0
UD0072,390.0,392.0,0.005,0.14,7.0
UD0072,392.0,394.0,0.02,1.12,16.0
UD0072,394.0,396.0,0.018,0.39,3.0
UD0072,396.0,398.0,0.023,0.76,8.0
UD0072,398.0,400.0,0.057,0.53,22.0
UD0072,400.0,402.0,0.031,1.22,31.0
UD0072,402.0,404.0,0.035,1.25,35.0
UD0072,404.0,406.0,0.006,0.17,7.0
UD0072,406.0,408.0,0.014,1.75,15.0
UD0072,408.0,410.0,0.022,0.68,10.0
UD0072,410.0,412.0,0.039,0.37,15.0
UD0072,412.0,414.0,0.025,1.06,30.0
UD0072,414.0,416.0,0.005,0.23,25.0
UD0072,416.0,418.0,0.032,0.75,52.0
UD0072,418.0,420.0,0.014,0.28,23.0
UD0072,420.0,422.0,0.006,0.33,7.0
UD0072,422.0,424.0,0.013,0.4,15.0
UD0072,424.0,426.0,0.036,1.85,55.0
UD0072,426.0,428.0,0.077,1.51,11.0
UD0072,428.0,430.0,0.023,0.28,13.0
UD0072,430.0,432.0,0.005,0.73,14.0
UD0072,432.0,434.0,0.016,0.42,29.0
UD0072,434.0,436.0,0.005,0.4,34.0
UD0072,436.0,438.0,0.03,3.05,16.0
UD0072,438.0,440.0,0.119,1.44,200.0
UD0072,440.0,440.88,0.793,14.29,752.0
UD0072,440.88,441.75,0.497,2.52,283.0
UD0072,441.75,443.0,4.53,39.51,73.0
UD0072,443.0,444.25,1.174,13.4,210.0
UD0072,444.25,445.12,0.218,4.52,302.0
UD0072,445.12,446.0,0.923,35.72,347.0
UD0072,446.0,447.99,0.323,7.77,136.0
UD0072,447.99,449.99,0.109,1.33,25.0
UD0072,449.99,451.98,0.005,0.41,24.0
UD0072,451.98,453.97,0.032,1.11,18.0
UD0072,453.97,455.97,0.048,1.97,112.0
UD0072,455.97,457.96,0.005,0.68,33.0
UD0072,457.96,459.96,0.01,3.25,21.0
UD0072,459.96,461.95,0.005,0.34,78.0
UD0072,461.95,463.94,0.043,1.13,51.0
UD0072,463.94,465.94,0.025,0.42,119.0
UD0072,465.94,467.93,0.013,0.38,24.0
UD0072,467.93,469.92,0.02,0.4,19.0
UD0072,469.92,471.92,0.007,0.12,29.0
UD0072,471.92,473.91,0.007,0.16,26.0
UD0072,473.91,475.91,0.005,0.11,3.0
UD0072,475.91,477.9,0.006,0.09,5.0
UD0072,477.9,479.89,0.005,0.32,7.0
UD0072,479.89,481.89,0.005,0.43,8.0
UD0072,481.89,483.88,0.01,0.24,15.0
UD0072,483.88,485.87,0.005,1.41,11.0
UD0072,485.87,487.87,0.005,0.13,6.0
UD0072,487.87,489.86,0.03,1.92,70.0
UD0072,489.86,491.86,0.005,1.48,27.0
UD0072,491.86,493.85,0.005,0.71,15.0
UD0072,493.85,495.84,0.073,3.0,34.0
UD0072,495.84,497.84,0.006,2.05,18.0
UD0072,497.84,499.83,0.032,1.46,32.0
UD0072,499.83,501.82,0.028,0.75,24.0
UD0072,501.82,503.82,0.007,0.47,20.0
UD0072,503.82,505.81,0.005,0.44,27.0
UD0072,505.81,507.8,0.005,0.96,19.0
